Game Title,User Rating,Age Group Targeted, Price ,Platform,Release Year,Genre,User Review Text,Game Mode
Hades,18,All Ages,23.61,Nintendo Switch,2011,Shooter,"Amazing game, but too many bugs.",Online
Bioshock Infinite,26,All Ages,39.41,Mobile,2016,Adventure,"Solid game, but the gameplay is amazing.",Online
Sid Meier’s Civilization VI,36,Teens,51.50,Nintendo Switch,2017,Puzzle,"Great game, but the graphics could be better.",Online
Super Smash Bros. Ultimate,29,Teens,36.59,Mobile,2012,Party,"Amazing game, but too many bugs.",Offline
League of Legends,32,Adults,51.95,PC,2021,RPG,"Solid game, but too many bugs.",Online
Overwatch 2,28,Kids,27.04,Nintendo Switch,2022,Fighting,"Disappointing game, but the gameplay is amazing.",Offline
The Sims 4,31,All Ages,44.05,Mobile,2022,Simulation,"Disappointing game, but too many bugs.",Offline
FIFA 24,30,Teens,46.17,PC,2020,Strategy,"Disappointing game, but the graphics could be better.",Offline
The Sims 4,32,Kids,54.89,Mobile,2018,RPG,"Amazing game, but too many bugs.",Online
Pokémon Scarlet & Violet,32,Teens,44.29,Nintendo Switch,2011,Adventure,"Great game, but too many bugs.",Offline
Minecraft,32,Teens,47.78,PlayStation,2018,Sports,"Great game, but the gameplay is amazing.",Offline
Spelunky 2,23,Kids,41.12,PC,2016,Action,"Great game, but the gameplay is amazing.",Online
The Elder Scrolls V: Skyrim,26,Kids,29.84,Nintendo Switch,2014,Shooter,"Great game, but the graphics could be better.",Offline
Bioshock Infinite,24,Teens,40.28,Nintendo Switch,2018,Puzzle,"Disappointing game, but the graphics could be better.",Offline
Among Us,32,Teens,41.66,Mobile,2017,Shooter,"Disappointing game, but the graphics could be better.",Offline
Among Us,41,Kids,50.34,PlayStation,2019,Puzzle,"Disappointing game, but the graphics could be better.",Online
Tetris,26,Kids,24.76,PC,2012,Action,"Great game, but the graphics could be better.",Online
Red Dead Redemption 2,30,Kids,50.60,Mobile,2017,Puzzle,"Amazing game, but the gameplay is amazing.",Offline
Call of Duty: Modern Warfare 2,33,Adults,36.89,PC,2011,Fighting,"Amazing game, but the gameplay is amazing.",Online
Pillars of Eternity II: Deadfire,34,Kids,56.36,Xbox,2022,Strategy,"Solid game, but the gameplay is amazing.",Online
Halo Infinite,32,Adults,48.76,Xbox,2013,Shooter,"Great game, but the gameplay is amazing.",Online
The Witcher 3: Wild Hunt,18,Teens,33.10,PlayStation,2020,Strategy,"Great game, but the gameplay is amazing.",Offline
Super Smash Bros. Ultimate,25,All Ages,38.74,Mobile,2015,Puzzle,"Great game, but the graphics could be better.",Online
Street Fighter V,21,Teens,40.82,Nintendo Switch,2012,Strategy,"Disappointing game, but the graphics could be better.",Offline
Street Fighter V,32,Adults,50.22,PlayStation,2011,Shooter,"Amazing game, but the graphics could be better.",Offline
Minecraft,39,Teens,50.41,PlayStation,2014,Adventure,"Disappointing game, but the graphics could be better.",Offline
The Legend of Zelda: Breath of the Wild,43,Kids,53.22,PC,2011,Strategy,"Amazing game, but the gameplay is amazing.",Online
League of Legends,28,Teens,47.48,Nintendo Switch,2022,Strategy,"Disappointing game, but the graphics could be better.",Online
Spelunky 2,38,Kids,47.34,Mobile,2019,Sports,"Disappointing game, but the graphics could be better.",Online
The Elder Scrolls V: Skyrim,40,Kids,57.47,PlayStation,2019,Adventure,"Great game, but the gameplay is amazing.",Online
Halo Infinite,25,Adults,45.00,Xbox,2011,Puzzle,"Great game, but too many bugs.",Offline
Halo Infinite,28,Teens,27.27,Nintendo Switch,2023,Strategy,"Amazing game, but too many bugs.",Offline
Half-Life: Alyx,35,Kids,39.54,Nintendo Switch,2014,Shooter,"Great game, but too many bugs.",Online
Super Mario Odyssey,26,Kids,42.60,PC,2015,Sports,"Solid game, but the graphics could be better.",Offline
Kingdom Hearts III,42,Kids,53.96,Xbox,2017,Fighting,"Great game, but the graphics could be better.",Offline
The Sims 4,27,Kids,40.63,PC,2016,Sports,"Amazing game, but the gameplay is amazing.",Offline
Portal 2,30,Teens,27.25,Mobile,2021,Adventure,"Great game, but the gameplay is amazing.",Offline
Hades,24,Kids,20.31,PlayStation,2021,Party,"Disappointing game, but too many bugs.",Online
Cuphead,40,Teens,48.13,PC,2012,Puzzle,"Amazing game, but the graphics could be better.",Offline
Ghost of Tsushima,28,All Ages,28.03,Mobile,2020,Action,"Amazing game, but too many bugs.",Offline
The Legend of Zelda: Breath of the Wild,26,All Ages,24.80,PlayStation,2018,Party,"Solid game, but the graphics could be better.",Online
Halo Infinite,24,Adults,33.04,Mobile,2020,Simulation,"Amazing game, but too many bugs.",Online
Fortnite,24,Teens,42.33,Xbox,2020,Fighting,"Disappointing game, but the gameplay is amazing.",Online
Hitman 3,34,Adults,59.74,Mobile,2012,Shooter,"Disappointing game, but the graphics could be better.",Online
Rocket League,39,Teens,47.39,Mobile,2021,Shooter,"Disappointing game, but the gameplay is amazing.",Offline
The Elder Scrolls V: Skyrim,34,All Ages,33.96,Xbox,2015,RPG,"Disappointing game, but the gameplay is amazing.",Offline
The Elder Scrolls V: Skyrim,27,Kids,28.40,Mobile,2018,Shooter,"Amazing game, but the graphics could be better.",Online
Call of Duty: Modern Warfare 2,21,Teens,28.54,PlayStation,2013,Action,"Solid game, but too many bugs.",Online
Cuphead,21,Adults,25.49,Nintendo Switch,2010,Party,"Amazing game, but too many bugs.",Online
Tekken 7,38,All Ages,57.17,PC,2020,Action,"Solid game, but the gameplay is amazing.",Online
Sid Meier’s Civilization VI,27,All Ages,26.50,Mobile,2021,Strategy,"Disappointing game, but too many bugs.",Online
Pillars of Eternity II: Deadfire,47,Adults,57.17,PC,2021,Strategy,"Disappointing game, but the graphics could be better.",Offline
Call of Duty: Modern Warfare 2,16,Kids,25.12,Nintendo Switch,2023,Shooter,"Amazing game, but the graphics could be better.",Offline
Fortnite,25,Kids,36.11,PC,2013,Strategy,"Amazing game, but the graphics could be better.",Offline
1000-Piece Puzzle,33,All Ages,44.95,Mobile,2012,Action,"Great game, but too many bugs.",Offline
The Witcher 3: Wild Hunt,35,Adults,50.40,Xbox,2023,Sports,"Amazing game, but the graphics could be better.",Online
Tekken 7,41,All Ages,50.29,PlayStation,2010,Puzzle,"Amazing game, but too many bugs.",Online
Super Mario Odyssey,31,All Ages,44.21,Mobile,2020,Shooter,"Amazing game, but the gameplay is amazing.",Offline
The Witcher 3: Wild Hunt,15,Kids,20.26,Nintendo Switch,2017,Strategy,"Great game, but the gameplay is amazing.",Offline
Animal Crossing: New Horizons,34,Kids,53.77,Xbox,2018,Shooter,"Amazing game, but the gameplay is amazing.",Online
Minecraft,23,Adults,43.36,Nintendo Switch,2011,Shooter,"Disappointing game, but the gameplay is amazing.",Online
Bioshock Infinite,24,All Ages,33.51,Mobile,2010,Fighting,"Solid game, but the graphics could be better.",Offline
Just Dance 2024,44,Adults,52.80,PC,2023,Action,"Solid game, but the gameplay is amazing.",Offline
League of Legends,30,Adults,30.48,PlayStation,2011,Adventure,"Amazing game, but too many bugs.",Offline
Bioshock Infinite,36,Adults,57.62,PC,2014,Action,"Great game, but the graphics could be better.",Offline
Cuphead,35,Kids,40.43,Xbox,2015,RPG,"Solid game, but the graphics could be better.",Offline
Animal Crossing: New Horizons,44,Adults,58.65,PlayStation,2015,RPG,"Amazing game, but the graphics could be better.",Online
Half-Life: Alyx,27,Kids,21.87,Xbox,2015,Simulation,"Solid game, but too many bugs.",Offline
Mario Kart 8 Deluxe,23,Teens,23.54,PC,2017,Strategy,"Solid game, but the graphics could be better.",Online
Hitman 3,34,Kids,33.41,PlayStation,2014,Shooter,"Great game, but the gameplay is amazing.",Online
Bioshock Infinite,32,Teens,31.07,Nintendo Switch,2010,Party,"Solid game, but the graphics could be better.",Online
Among Us,30,Adults,33.34,PC,2011,Action,"Solid game, but too many bugs.",Offline
The Legend of Zelda: Breath of the Wild,22,Teens,25.67,Xbox,2015,Adventure,"Solid game, but the graphics could be better.",Offline
Sid Meier’s Civilization VI,30,Adults,24.22,Mobile,2011,Strategy,"Amazing game, but the gameplay is amazing.",Offline
The Sims 4,37,Kids,46.90,PC,2015,Fighting,"Great game, but the gameplay is amazing.",Offline
The Legend of Zelda: Breath of the Wild,31,Teens,32.54,PC,2011,RPG,"Solid game, but too many bugs.",Online
Hades,27,Adults,33.05,Mobile,2013,Simulation,"Great game, but the gameplay is amazing.",Offline
FIFA 24,32,Teens,51.52,Xbox,2014,Party,"Disappointing game, but the graphics could be better.",Offline
The Legend of Zelda: Breath of the Wild,23,Teens,25.00,PlayStation,2013,Shooter,"Disappointing game, but too many bugs.",Online
Hitman 3,34,Adults,49.94,Nintendo Switch,2021,Sports,"Great game, but too many bugs.",Online
Overwatch 2,37,Kids,41.86,Nintendo Switch,2021,Adventure,"Solid game, but the graphics could be better.",Offline
Portal 2,36,Kids,42.29,Xbox,2011,RPG,"Disappointing game, but the gameplay is amazing.",Offline
Pillars of Eternity II: Deadfire,20,Teens,33.76,Xbox,2012,Fighting,"Great game, but the graphics could be better.",Online
Fortnite,43,Teens,57.18,Xbox,2017,Fighting,"Disappointing game, but the gameplay is amazing.",Online
Counter-Strike: Global Offensive,22,Teens,25.81,Xbox,2023,Fighting,"Disappointing game, but too many bugs.",Online
Mario Kart 8 Deluxe,31,Adults,37.16,PC,2015,RPG,"Solid game, but too many bugs.",Online
Bioshock Infinite,24,Adults,33.02,Nintendo Switch,2020,Fighting,"Disappointing game, but the gameplay is amazing.",Offline
Pokémon Scarlet & Violet,37,Teens,59.60,PC,2019,Fighting,"Amazing game, but too many bugs.",Online
Fortnite,16,Teens,25.28,PlayStation,2014,RPG,"Great game, but too many bugs.",Offline
Among Us,23,Kids,28.52,PC,2023,Fighting,"Solid game, but the gameplay is amazing.",Online
Fortnite,26,Kids,25.68,PlayStation,2023,Fighting,"Great game, but the graphics could be better.",Offline
Minecraft,38,Adults,54.60,Mobile,2019,Shooter,"Disappointing game, but the gameplay is amazing.",Online
Ghost of Tsushima,21,Kids,24.31,PlayStation,2010,Party,"Solid game, but the graphics could be better.",Online
Grand Theft Auto V,31,Teens,34.89,Nintendo Switch,2023,Sports,"Amazing game, but the gameplay is amazing.",Offline
Counter-Strike: Global Offensive,30,Kids,34.21,PlayStation,2020,Fighting,"Amazing game, but too many bugs.",Online
Among Us,46,Adults,56.71,Xbox,2011,Simulation,"Solid game, but the graphics could be better.",Online
Stardew Valley,16,Adults,33.31,Mobile,2014,Party,"Great game, but too many bugs.",Offline
The Elder Scrolls V: Skyrim,39,Teens,51.60,PlayStation,2018,Party,"Amazing game, but the graphics could be better.",Offline
Hades,41,Teens,57.64,Xbox,2017,Sports,"Solid game, but too many bugs.",Offline
1000-Piece Puzzle,26,Adults,29.82,PlayStation,2019,Fighting,"Great game, but too many bugs.",Online
Pillars of Eternity II: Deadfire,35,Adults,38.55,Mobile,2020,Adventure,"Great game, but the graphics could be better.",Online
Tekken 7,39,Kids,46.56,PC,2022,Action,"Great game, but the graphics could be better.",Online
League of Legends,20,Adults,24.44,PC,2014,Action,"Disappointing game, but too many bugs.",Offline
Overwatch 2,19,Adults,30.81,Xbox,2016,RPG,"Disappointing game, but too many bugs.",Offline
Pokémon Scarlet & Violet,25,Kids,33.48,PC,2021,Fighting,"Solid game, but the gameplay is amazing.",Online
Minecraft,24,All Ages,37.49,Mobile,2016,RPG,"Great game, but the gameplay is amazing.",Offline
Sid Meier’s Civilization VI,21,Adults,34.99,Xbox,2014,Adventure,"Amazing game, but too many bugs.",Offline
Ghost of Tsushima,23,Teens,22.21,PlayStation,2013,Sports,"Disappointing game, but too many bugs.",Online
Grand Theft Auto V,33,Teens,37.81,Xbox,2015,Puzzle,"Great game, but too many bugs.",Online
The Legend of Zelda: Breath of the Wild,29,Adults,50.65,Nintendo Switch,2013,Party,"Amazing game, but too many bugs.",Online
Tekken 7,36,Teens,41.71,Xbox,2015,Party,"Solid game, but the graphics could be better.",Offline
League of Legends,35,Adults,54.94,Xbox,2014,Simulation,"Amazing game, but too many bugs.",Online
Just Dance 2024,41,All Ages,50.42,PC,2020,Shooter,"Amazing game, but the gameplay is amazing.",Online
Half-Life: Alyx,34,Kids,36.36,Mobile,2023,RPG,"Solid game, but too many bugs.",Offline
Halo Infinite,14,Kids,22.19,Xbox,2015,Party,"Amazing game, but too many bugs.",Online
Halo Infinite,24,All Ages,48.91,PlayStation,2015,RPG,"Great game, but the graphics could be better.",Offline
Mario Kart 8 Deluxe,30,All Ages,40.75,PC,2022,Fighting,"Disappointing game, but too many bugs.",Online
1000-Piece Puzzle,31,Kids,40.18,PlayStation,2018,Party,"Disappointing game, but the graphics could be better.",Offline
Call of Duty: Modern Warfare 2,25,All Ages,26.75,PC,2018,Puzzle,"Amazing game, but the gameplay is amazing.",Offline
Call of Duty: Modern Warfare 2,23,All Ages,33.96,PC,2014,Shooter,"Amazing game, but too many bugs.",Offline
The Witcher 3: Wild Hunt,30,All Ages,52.31,Nintendo Switch,2023,Sports,"Amazing game, but the graphics could be better.",Online
Rocket League,27,Teens,37.30,PC,2016,Puzzle,"Great game, but too many bugs.",Offline
Halo Infinite,29,Kids,44.39,PlayStation,2015,Fighting,"Solid game, but the graphics could be better.",Online
Half-Life: Alyx,16,All Ages,23.20,Xbox,2018,Fighting,"Great game, but the graphics could be better.",Offline
Pokémon Scarlet & Violet,14,All Ages,21.48,Mobile,2013,Sports,"Disappointing game, but too many bugs.",Offline
Super Mario Odyssey,25,Adults,46.18,Nintendo Switch,2012,Sports,"Solid game, but the gameplay is amazing.",Offline
Just Dance 2024,35,Teens,57.01,PC,2017,RPG,"Great game, but the gameplay is amazing.",Online
Ghost of Tsushima,28,Adults,48.27,PC,2015,Fighting,"Amazing game, but too many bugs.",Offline
Bioshock Infinite,28,All Ages,27.27,Nintendo Switch,2022,Simulation,"Disappointing game, but too many bugs.",Online
1000-Piece Puzzle,33,Teens,44.25,PlayStation,2020,RPG,"Disappointing game, but the gameplay is amazing.",Online
Tomb Raider (2013),29,All Ages,26.26,Nintendo Switch,2012,Adventure,"Great game, but the graphics could be better.",Offline
The Legend of Zelda: Breath of the Wild,34,Teens,47.61,Xbox,2022,Shooter,"Amazing game, but too many bugs.",Offline
1000-Piece Puzzle,38,Teens,46.85,Nintendo Switch,2017,Simulation,"Great game, but the graphics could be better.",Online
Spelunky 2,37,Kids,35.09,PC,2012,RPG,"Great game, but the graphics could be better.",Offline
Pokémon Scarlet & Violet,33,Teens,57.87,PC,2022,Shooter,"Great game, but the gameplay is amazing.",Online
Fortnite,27,All Ages,29.47,PC,2013,Simulation,"Solid game, but too many bugs.",Offline
Street Fighter V,24,All Ages,37.78,Xbox,2018,Puzzle,"Solid game, but the graphics could be better.",Online
Portal 2,21,All Ages,30.85,Nintendo Switch,2014,Simulation,"Solid game, but too many bugs.",Offline
Pillars of Eternity II: Deadfire,20,Adults,25.90,Mobile,2018,Simulation,"Disappointing game, but too many bugs.",Online
Super Mario Odyssey,38,Kids,46.60,Xbox,2017,Action,"Amazing game, but the gameplay is amazing.",Online
Cuphead,31,All Ages,53.74,Nintendo Switch,2012,Fighting,"Amazing game, but the graphics could be better.",Online
Pokémon Scarlet & Violet,36,All Ages,36.96,PC,2019,Puzzle,"Amazing game, but the gameplay is amazing.",Offline
Tekken 7,21,Kids,34.12,Nintendo Switch,2022,RPG,"Amazing game, but the gameplay is amazing.",Offline
Overwatch 2,20,Kids,23.20,PC,2023,Fighting,"Disappointing game, but the gameplay is amazing.",Online
FIFA 24,26,Teens,23.63,PC,2023,Sports,"Disappointing game, but the gameplay is amazing.",Online
Hitman 3,32,Adults,56.00,PlayStation,2010,Fighting,"Great game, but the gameplay is amazing.",Offline
Spelunky 2,16,Kids,23.19,Mobile,2014,Action,"Disappointing game, but the graphics could be better.",Offline
Call of Duty: Modern Warfare 2,26,All Ages,39.93,Nintendo Switch,2019,Action,"Great game, but the gameplay is amazing.",Offline
Sid Meier’s Civilization VI,26,Teens,39.35,Xbox,2013,Action,"Disappointing game, but the gameplay is amazing.",Online
Sid Meier’s Civilization VI,33,Kids,43.98,PC,2012,Puzzle,"Great game, but the graphics could be better.",Offline
Kingdom Hearts III,36,Adults,55.03,Nintendo Switch,2016,Adventure,"Amazing game, but the gameplay is amazing.",Online
The Sims 4,22,Adults,32.88,PC,2015,Puzzle,"Disappointing game, but the gameplay is amazing.",Offline
Kingdom Hearts III,46,Teens,56.97,Xbox,2011,Adventure,"Disappointing game, but the graphics could be better.",Offline
Fall Guys,25,Adults,37.75,PlayStation,2019,Fighting,"Disappointing game, but too many bugs.",Online
Halo Infinite,42,Kids,58.20,Mobile,2016,Adventure,"Great game, but the gameplay is amazing.",Offline
Among Us,32,Teens,48.37,Nintendo Switch,2011,Strategy,"Great game, but the gameplay is amazing.",Online
The Legend of Zelda: Breath of the Wild,38,Kids,52.84,Nintendo Switch,2016,Fighting,"Disappointing game, but the gameplay is amazing.",Offline
Rocket League,23,Kids,39.42,PC,2012,Puzzle,"Disappointing game, but too many bugs.",Offline
Tekken 7,23,Teens,26.24,Mobile,2014,Puzzle,"Solid game, but the graphics could be better.",Offline
Mario Kart 8 Deluxe,30,Adults,40.24,Nintendo Switch,2018,Strategy,"Great game, but the gameplay is amazing.",Online
Fall Guys,39,All Ages,45.50,Xbox,2018,Adventure,"Great game, but the gameplay is amazing.",Offline
League of Legends,24,Kids,43.74,Nintendo Switch,2019,Strategy,"Disappointing game, but the graphics could be better.",Online
Mario Kart 8 Deluxe,38,Kids,56.51,Mobile,2018,Puzzle,"Amazing game, but the gameplay is amazing.",Offline
Sid Meier’s Civilization VI,38,Adults,57.34,Mobile,2017,Shooter,"Great game, but the graphics could be better.",Online
Grand Theft Auto V,21,All Ages,39.06,PlayStation,2011,Party,"Disappointing game, but the graphics could be better.",Offline
1000-Piece Puzzle,19,All Ages,30.70,Mobile,2015,Sports,"Great game, but too many bugs.",Online
Mario Kart 8 Deluxe,20,Teens,23.68,Nintendo Switch,2016,Puzzle,"Amazing game, but the gameplay is amazing.",Online
Counter-Strike: Global Offensive,28,Adults,39.85,Mobile,2019,Adventure,"Solid game, but too many bugs.",Online
Fortnite,30,Adults,41.95,PlayStation,2011,Puzzle,"Amazing game, but the graphics could be better.",Offline
Call of Duty: Modern Warfare 2,31,All Ages,28.76,PlayStation,2020,Adventure,"Solid game, but the gameplay is amazing.",Online
Kingdom Hearts III,41,Kids,57.40,Mobile,2011,Puzzle,"Disappointing game, but the gameplay is amazing.",Online
Super Smash Bros. Ultimate,32,All Ages,56.34,Mobile,2021,Fighting,"Amazing game, but too many bugs.",Online
FIFA 24,47,Kids,59.71,Xbox,2023,Party,"Disappointing game, but the gameplay is amazing.",Offline
Fall Guys,34,Adults,50.65,Mobile,2018,Shooter,"Solid game, but the gameplay is amazing.",Offline
Grand Theft Auto V,28,Kids,38.13,PlayStation,2017,Puzzle,"Great game, but the gameplay is amazing.",Offline
Rocket League,20,Kids,29.05,Xbox,2012,Shooter,"Great game, but too many bugs.",Offline
League of Legends,19,Adults,33.38,Nintendo Switch,2023,Strategy,"Disappointing game, but the gameplay is amazing.",Online
Grand Theft Auto V,31,All Ages,46.50,Xbox,2011,RPG,"Disappointing game, but the gameplay is amazing.",Online
Half-Life: Alyx,28,Adults,52.44,Xbox,2019,Action,"Amazing game, but the graphics could be better.",Online
Super Smash Bros. Ultimate,29,Teens,40.93,Xbox,2015,Shooter,"Solid game, but the gameplay is amazing.",Online
Cuphead,36,Teens,36.87,PlayStation,2013,Puzzle,"Amazing game, but the graphics could be better.",Offline
Minecraft,25,All Ages,30.44,Xbox,2013,RPG,"Amazing game, but the gameplay is amazing.",Offline
FIFA 24,35,Kids,33.33,PlayStation,2014,Sports,"Great game, but the graphics could be better.",Offline
Sid Meier’s Civilization VI,18,Kids,20.81,PC,2019,RPG,"Solid game, but the graphics could be better.",Offline
Among Us,34,All Ages,31.74,Nintendo Switch,2018,Fighting,"Disappointing game, but too many bugs.",Online
Stardew Valley,23,All Ages,25.38,PC,2016,Adventure,"Great game, but the gameplay is amazing.",Online
Portal 2,33,Kids,44.27,Mobile,2016,Sports,"Solid game, but the gameplay is amazing.",Online
Hitman 3,34,All Ages,57.79,Nintendo Switch,2015,RPG,"Disappointing game, but the graphics could be better.",Online
The Legend of Zelda: Breath of the Wild,42,All Ages,50.69,PlayStation,2018,Party,"Disappointing game, but the gameplay is amazing.",Online
Tetris,26,Kids,20.50,PC,2017,Shooter,"Disappointing game, but the graphics could be better.",Online
Hades,34,Kids,59.58,PC,2020,Party,"Solid game, but the graphics could be better.",Offline
Counter-Strike: Global Offensive,24,Kids,40.54,Nintendo Switch,2018,Shooter,"Solid game, but the gameplay is amazing.",Online
Fall Guys,30,Kids,31.25,Mobile,2015,Party,"Solid game, but the gameplay is amazing.",Offline
Half-Life: Alyx,32,Kids,57.10,PC,2018,Strategy,"Solid game, but the graphics could be better.",Online
Among Us,21,All Ages,24.70,PlayStation,2021,RPG,"Great game, but the gameplay is amazing.",Online
Call of Duty: Modern Warfare 2,20,Adults,21.39,Mobile,2013,Shooter,"Solid game, but the gameplay is amazing.",Online
Mario Kart 8 Deluxe,42,All Ages,46.21,Nintendo Switch,2020,Puzzle,"Great game, but the graphics could be better.",Online
FIFA 24,15,All Ages,28.79,PC,2018,Party,"Disappointing game, but the gameplay is amazing.",Offline
The Legend of Zelda: Breath of the Wild,31,Kids,55.86,PC,2010,Party,"Disappointing game, but too many bugs.",Offline
Overwatch 2,32,Adults,37.00,Mobile,2013,Adventure,"Amazing game, but the gameplay is amazing.",Offline
Stardew Valley,32,All Ages,54.35,Nintendo Switch,2012,Fighting,"Great game, but the gameplay is amazing.",Offline
Fall Guys,30,Adults,54.97,Nintendo Switch,2015,Shooter,"Amazing game, but the gameplay is amazing.",Online
FIFA 24,37,Adults,49.74,Mobile,2016,Simulation,"Amazing game, but the gameplay is amazing.",Online
Fall Guys,33,Kids,47.81,PlayStation,2013,Adventure,"Great game, but the graphics could be better.",Online
FIFA 24,28,Adults,22.49,Nintendo Switch,2010,Sports,"Amazing game, but too many bugs.",Online
Ghost of Tsushima,18,All Ages,24.29,Mobile,2014,Action,"Great game, but too many bugs.",Offline
Ghost of Tsushima,18,Adults,28.67,Nintendo Switch,2011,RPG,"Amazing game, but too many bugs.",Offline
Just Dance 2024,27,Teens,41.97,Mobile,2011,Shooter,"Disappointing game, but the gameplay is amazing.",Online
Pokémon Scarlet & Violet,21,Kids,38.80,Mobile,2021,Strategy,"Solid game, but too many bugs.",Offline
Spelunky 2,40,All Ages,54.89,Xbox,2011,Strategy,"Solid game, but too many bugs.",Online
FIFA 24,37,Kids,56.26,Xbox,2018,Simulation,"Great game, but the gameplay is amazing.",Offline
The Elder Scrolls V: Skyrim,37,Adults,40.80,PC,2018,Shooter,"Great game, but the gameplay is amazing.",Offline
Counter-Strike: Global Offensive,23,Teens,23.10,PC,2017,Simulation,"Great game, but the graphics could be better.",Offline
Super Mario Odyssey,32,Teens,35.33,PlayStation,2010,Adventure,"Great game, but the graphics could be better.",Offline
League of Legends,21,Adults,20.49,Mobile,2020,Simulation,"Solid game, but the gameplay is amazing.",Online
Hitman 3,27,Adults,25.57,Mobile,2019,Simulation,"Great game, but the gameplay is amazing.",Offline
Ghost of Tsushima,16,All Ages,23.01,Xbox,2020,Shooter,"Amazing game, but the gameplay is amazing.",Online
Kingdom Hearts III,14,All Ages,20.19,PC,2012,Sports,"Disappointing game, but the graphics could be better.",Online
Grand Theft Auto V,35,All Ages,51.73,PC,2013,Shooter,"Disappointing game, but too many bugs.",Offline
Red Dead Redemption 2,30,Adults,46.49,Xbox,2015,Fighting,"Amazing game, but too many bugs.",Offline
Tetris,28,Adults,24.98,Mobile,2010,Adventure,"Solid game, but too many bugs.",Offline
League of Legends,18,All Ages,22.57,Nintendo Switch,2014,Action,"Disappointing game, but the gameplay is amazing.",Online
Minecraft,26,Adults,42.56,Xbox,2022,RPG,"Disappointing game, but the gameplay is amazing.",Offline
